Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 30, 2019 (Friday)",7 p.m.,Home,Bethany Lutheran,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Ripon College Quadrangular,"L,2-3(25-27, 25-22, 25-21, 21-25, 12-15)",Box ScoreRecap
"August 31, 2019 (Saturday)",10 a.m.,Home,Finlandia,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Ripon College Quadrangular,"W,3-0(25-6, 25-13, 25-8)",Box ScoreRecap
"August 31, 2019 (Saturday)",12:30 p.m.,Home,Dominican (Ill.),"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Ripon College Quadrangular,"L,0-3(18-25, 21-25, 18-25)",Box ScoreRecap
"September 4, 2019 (Wednesday)",7 p.m.,Home,Edgewood,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,,"W,3-2(25-19, 15-25, 25-19, 18-25, 15-13)",Box ScoreRecap
"September 6, 2019 (Friday)",5 p.m.,Neutral,Lakeland,"Stevens Point, Wis.",,,UW-Stevens Point Pointer Invitational,"L,0-3(14-25, 19-25, 17-25)",Box ScoreRecap
"September 7, 2019 (Saturday)",10 a.m.,Neutral,Elmhurst,"Stevens Point, Wis.",,,UW-Stevens Point Pointer Invitational,"L,1-3(12-25, 25-18, 19-25, 22-25)",Box ScoreRecap
"September 7, 2019 (Saturday)",12 p.m.,Away,UW-Stevens Point,"Stevens Point, Wis.",,,UW-Stevens Point Pointer Invitational,"L,0-3(10-25, 23-25, 8-25)",Box ScoreRecap
"September 13, 2019 (Friday)",3 p.m.,Home,Marian (Wis.),"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Red Hawks Invitational,"L,2-3(25-19, 14-25, 25-18, 21-25, 4-15)",Box ScoreRecap
"September 13, 2019 (Friday)",7 p.m.,Home,Carroll (Wis.),"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Red Hawks Invitational,"L,2-3(25-22, 16-25, 25-20, 22-25, 11-15)",Box ScoreRecap
"September 14, 2019 (Saturday)",10 a.m.,Home,MSOE,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Red Hawks Invitational,"L,0-3(23-25, 16-25, 20-25)",Box ScoreRecap
"September 14, 2019 (Saturday)",2 p.m.,Home,Saint Mary's (Minn.),"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Red Hawks Invitational,"L,0-3(14-25, 15-25, 19-25)",Box ScoreRecap
"September 20, 2019 (Friday)",7 p.m.,Neutral,Saint Mary's (Minn.),"Cedar Rapids, Iowa/ Coe College",,,Mabel Lee Tournament,"L,1-3(19-25, 25-17, 20-25, 13-25)",Box ScoreRecap
"September 21, 2019 (Saturday)",12 p.m.,Neutral,UW-Platteville,"Cedar Rapids, Iowa/ Coe College",,,Mabel Lee Tournament,"L,0-3(9-25, 23-25, 16-25)",Box ScoreRecap
"September 21, 2019 (Saturday)",2 p.m.,Neutral,Carleton,"Cedar Rapids, Iowa/ Coe College",,,Mabel Lee Tournament,"L,1-3(30-28, 16-25, 17-25, 20-25)",Box ScoreRecap
"September 25, 2019 (Wednesday)",7 p.m.,Away,St. Norbert,De Pere. Wis.,,,,"L,0-3(16-25, 19-25, 12-25)",Box ScoreRecap
"September 28, 2019 (Saturday)",1 p.m.,Home,Cornell College,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,,"L,0-3(22-25, 12-25, 13-25)",Box ScoreRecap
"October 4, 2019 (Friday)",7 p.m.,Away,Monmouth,"Monmouth, Ill.",,,,"L,2-3(25-21, 20-25, 25-19, 21-25, 11-15)",Box ScoreRecap
"October 5, 2019 (Saturday)",12 p.m.,Away,Illinois College,"Jacksonville, Ill.",,,,"L,0-3(17-25, 16-25, 15-25)",Box ScoreRecap
"October 5, 2019 (Saturday)",2 p.m.,Neutral,Coe,"Jacksonville, Ill.",,,,"L,0-3(15-25, 15-25, 20-25)",Box ScoreRecap
"October 11, 2019 (Friday)",7 p.m.,Home,Lawrence,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,,"L,0-3(23-25, 18-25, 24-26)",Box ScoreRecap
"October 18, 2019 (Friday)",7 p.m.,Home,Knox,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Play For The Cure,"W,3-0(25-8, 25-20, 25-17)",Box ScoreRecap
"October 19, 2019 (Saturday)",1 p.m.,Home,Grinnell,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,,"L,0-3(9-25, 23-25, 16-25)",Box ScoreRecap
"October 25, 2019 (Friday)",7 p.m.,Away,Beloit,"Beloit, Wis.",,,,"W,3-1(25-22, 26-24, 23-25, 25-20)",Box ScoreRecap
"November 1, 2019 (Friday)",7 p.m.,Home,Lake Forest,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,,"W,3-1(22-25, 25-19, 25-21, 25-23)",Box ScoreRecap
"November 2, 2019 (Saturday)",Noon,Away,Marian (Wis.),"Fond du Lac, Wis.",,,,"W,3-2(23-25, 25-19, 16-25, 25-19, 15-9)",Box ScoreRecap
