Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 23, 2018 (Thursday)",7 p.m.,Home,Alverno College,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Scrimmage,,History
"August 31, 2018 (Friday)",7 p.m.,Home,Wheaton (Ill.),"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Ripon College Quadrangular,"L,0-3(18-25, 16-25, 22-25)",Box ScoreRecapTournament Page
"September 1, 2018 (Saturday)",10 a.m.,Home,Finlandia,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Ripon College Quadrangular,"W,3-0(25-17, 25-13, 25-15)",Box ScoreRecapTournament Page
"September 1, 2018 (Saturday)",12:30 p.m.,Home,Marian (Wis.),"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Ripon College Quadrangular,"W,3-0(25-14, 25-20, 25-10)",Box ScoreRecapTournament Page
"September 4, 2018 (Tuesday)",7 p.m.,Away,MSOE,"Milwaukee, Wis.",,,,"L,0-3(19-25, 25-27, 21-25)",Box ScoreRecap
"September 7, 2018 (Friday)",2 p.m.,Neutral,Luther,"Appleton, Wis.",,,ACM Tournament,"L,1-3(15-25, 17-25, 25-17, 22-25)",Box ScoreRecap
"September 7, 2018 (Friday)",4 p.m.,Neutral,Carleton,"Appleton, Wis.",,,ACM Tournament,"W,3-2(19-25, 25-27, 25-15, 25-18, 15-11)",Box ScoreRecap
"September 8, 2018 (Saturday)",Noon,Neutral,St. Olaf,"Appleton, Wis.",,,ACM Tournament,"L,0-3(20-25, 18-25, 14-25)",Box ScoreRecap
"September 8, 2018 (Saturday)",4 p.m.,Neutral,Macalester,"Appleton, Wis.",,,ACM Tournament,"W,3-0(25-16, 25-16, 25-21)",Box ScoreRecap
"September 14, 2018 (Friday)",3 p.m.,Home,Lawrence,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Red Hawks Invitational,"W,3-2(24-26, 25-18, 25-20, 24-26, 17-15)",Box ScoreRecapTournament Page
"September 14, 2018 (Friday)",7 p.m.,Home,Carroll (Wis.),"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Red Hawks Invitational,"L,2-3(14-25, 25-18, 26-24, 22-25, 10-15)",Box ScoreRecapTournament Page
"September 15, 2018 (Saturday)",2 p.m.,Home,Wisconsin Lutheran,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Red Hawks Invitational,"L,0-3(17-25, 19-25, 17-25)",Box ScoreRecapTournament Page
"September 15, 2018 (Saturday)",10 a.m.,Home,Central,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Red Hawks Invitational,"L,2-3(11-25, 25-20, 15-25, 25-20, 8-15)",Box ScoreRecapTournament Page
"September 21, 2018 (Friday)",5 p.m.,Neutral,UW-Oshkosh,"Aurora, Ill.",,,Aurora Tournament,"L,1-3(17-25, 25-22, 21-25, 15-25)",Box ScoreRecap
"September 22, 2018 (Saturday)",11 a.m.,Away,Aurora,"Aurora, Ill.",,,Aurora Tournament,"L,0-3(24-26, 21-25, 23-25)",Box ScoreRecap
"September 22, 2018 (Saturday)",1 p.m.,Neutral,Carthage,"Aurora, Ill.",,,Aurora Tournament,"L,0-3(13-25, 18-25, 11-25)",Box ScoreRecap
"September 25, 2018 (Tuesday)",7 p.m.,Away,Edgewood,"Madison, Wis.",,,,"L,0-3(19-25, 16-25, 18-25)",Box ScoreRecap
"September 29, 2018 (Saturday)",Noon,Away,Grinnell,"Grinnell, Iowa",,,,"L,0-3(20-25, 20-25, 20-25)",Box ScoreRecap
"September 29, 2018 (Saturday)",2 p.m.,Neutral,Central,"Grinnell, Iowa",,,,"L,0-3(21-25, 19-25, 23-25)",Box ScoreRecap
"October 5, 2018 (Friday)",7 p.m.,Home,Monmouth (Ill.),"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Play For The Cure,"W,3-0(27-25, 25-21, 25-17)",Box ScoreRecap
"October 6, 2018 (Saturday)",1 p.m.,Home,Illinois College,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,,"L,1-3(28-26, 18-25, 18-25, 21-25)",Box ScoreRecap
"October 10, 2018 (Wednesday)",7 p.m.,Home,St. Norbert,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,,"L,1-3(25-23, 18-25, 22-25, 12-25)",Box ScoreRecap
"October 12, 2018 (Friday)",7 p.m.,Home,Marian (Wis.),"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,,"W,3-0(25-9, 25-16, 25-22)",Box ScoreRecap
"October 13, 2018 (Saturday)",1 p.m.,Away,Lawrence,"Appleton, Wis.",,,,"W,3-0(25-23, 32-30, 25-19)",Box ScoreRecap
"October 19, 2018 (Friday)",7 p.m.,Away,Knox,"Galesburg, Ill.",,,,"W,3-0(25-19, 25-19, 25-19)",Box ScoreRecap
"October 20, 2018 (Saturday)",1 p.m.,Away,Cornell (Iowa),"Mount Vernon, Iowa",,,,"L,0-3(16-25, 12-25, 17-25)",Box ScoreRecap
"October 26, 2018 (Friday)",7 p.m.,Away,Lake Forest,"Lake Forest, Ill.",,,,"L,0-3(20-25, 22-25, 23-25)",Box ScoreRecap
"October 27, 2018 (Saturday)",1 p.m.,Home,Beloit,"RIPON, Wis./Doc Weiske '50 Memorial Gymnasium",,,Senior Day,"W,3-0(25-15, 25-14, 25-23)",Box ScoreRecap
