Overall_1,2024 Season,,,,,,
Overall_1,,Date,,Opponent,,Score,Location
Overall_1,,02/24/2024,vs,Nebraska Wesleyan University,W,7-3,"Kansas City, KS (Homefield Baseball)"
Overall_1,,02/24/2024,vs,Nebraska Wesleyan University,W,6-1,"Kansas City, KS (Homefield Baseball)"
Overall_1,,02/25/2024,vs,Nebraska Wesleyan University,L,5-6,"Kansas City, KS (Homefield Baseball)"
Overall_1,,03/02/2024,at,Westminster College (MO),L,4-5,"Fulton, MO"
Overall_1,,03/02/2024,at,Westminster College (MO),L,9-11,"Fulton, MO"
Overall_1,,03/03/2024,at,Westminster College (MO),L,12-13,"Fulton, MO"
Overall_1,,03/03/2024,at,Westminster College (MO),W,11-4,"Fulton, MO"
Overall_1,,03/09/2024,vs,Kalamazoo College,L,0-11,"Jacksonville, IL"
Overall_1,,03/09/2024,vs,Wartburg College,L,4-9,"Jacksonville, IL"
Overall_1,,03/10/2024,vs,Elmhurst University,W,15-1,"Jacksonville, IL"
Overall_1,,03/10/2024,vs,Elmhurst University,W,13-2,"Jacksonville, IL"
Overall_1,,03/16/2024,vs,Asbury University (Ky.),W,4-2,"Memphis, TN"
Overall_1,,03/16/2024,vs,Maryville College,W,3-1,"Memphis, TN"
Overall_1,,03/17/2024,at,Rhodes College,L,1-8,"Memphis, TN"
Overall_1,,03/18/2024,at,Hendrix College,L,2-12,"Conway, AR"
Overall_1,,03/19/2024,at,Hendrix College,L,8-11,"Conway, AR"
Overall_1,*,03/29/2024,vs,Monmouth College,W,13-6,"Grinnell, IA"
Overall_1,*,03/30/2024,vs,Monmouth College,L,13-14,"Grinnell, IA"
Overall_1,*,03/30/2024,vs,Monmouth College,W,13-7,"Grinnell, IA"
Overall_1,*,04/05/2024,vs,Lawrence University,L,0-9,"Grinnell, IA"
Overall_1,*,04/06/2024,vs,Lawrence University,L,1-5,"Grinnell, IA"
Overall_1,*,04/06/2024,vs,Lawrence University,L,1-4,"Grinnell, IA"
Overall_1,*,04/08/2024,at,Cornell College,L,5-6,"Mount Vernon, IA"
Overall_1,*,04/10/2024,at,Cornell College,L,12-13,"Mount Vernon, IA"
Overall_1,*,04/10/2024,at,Cornell College,W,13-5,"Mount Vernon, IA"
Overall_1,*,04/13/2024,at,Knox College,L,6-8,"Galesburg, IL"
Overall_1,*,04/13/2024,at,Knox College,W,12-10,"Galesburg, IL"
Overall_1,*,04/14/2024,vs,Knox College,W,18-14,"Grinnell, IA"
Overall_1,*,04/20/2024,vs,Beloit College,L,4-7,"Grinnell, IA"
Overall_1,*,04/20/2024,vs,Beloit College,L,1-16,"Grinnell, IA"
Overall_1,*,04/21/2024,vs,Beloit College,W,8-1,"Grinnell, IA"
Overall_1,*,04/27/2024,at,University of Chicago,W,9-6,"Chicago, IL"
Overall_1,*,04/27/2024,at,University of Chicago,L,8-15,"Chicago, IL"
Overall_1,*,04/28/2024,at,University of Chicago,L,3-8,"Chicago, IL"
Overall_1,*,04/29/2024,at,Ripon College,L,5-7,"Ripon, WI"
Overall_1,*,04/29/2024,at,Ripon College,L,3-10,"Ripon, WI"
Overall_1,*,05/04/2024,vs,Illinois College,W,13-3,"Grinnell, IA"
Overall_1,*,05/05/2024,vs,Illinois College,W,4-2,"Grinnell, IA"
Overall_1,*,05/05/2024,vs,Illinois College,L,8-13,"Grinnell, IA"
Overall_1,Overall:,16-23,,,,,
Overall_1,Conf:,9-14,,,,,
Overall_1,Home:,6-7,,,,,
Overall_1,Away:,4-13,,,,,
Overall_1,Neutral:,6-3,,,,,
Overall_2,2023 Season,,,,,,
Overall_2,,Date,,Opponent,,Score,Location
Overall_2,,03/11/2023,vs,Westminster College (MO),W,9-4,"Columbia, MO (Rock Bridge HS)"
Overall_2,,03/12/2023,at,Westminster College (MO),L,0-1,"Fulton, MO"
Overall_2,,03/12/2023,at,Westminster College (MO),W,11-8,"Fulton, MO"
Overall_2,,03/18/2023,vs,Edgewood College,L,4-6,"Pensacola, FL"
Overall_2,,03/18/2023,vs,Spalding University (Ky.),L,4-9,"Pensacola, FL"
Overall_2,,03/19/2023,vs,Carroll University,L,4-5,"Pensacola, FL"
Overall_2,,03/19/2023,vs,University of Wisconsin-Whitewater,L,4-14,"Pensacola, FL"
Overall_2,,03/20/2023,vs,University of Wisconsin-Platteville,W,5-0,"Pensacola, FL"
Overall_2,,03/21/2023,vs,University of Wisconsin-Whitewater,L,1-5,"Pensacola, FL"
Overall_2,,03/22/2023,vs,Hendrix College,L,3-9,"Pensacola, FL"
Overall_2,,03/22/2023,vs,University of Wisconsin-Whitewater,L,2-13,"Pensacola, FL"
Overall_2,*,03/27/2023,at,Beloit College,L,5-7,"Beloit, WI (ABC Supply Stadium)"
Overall_2,*,03/28/2023,at,Beloit College,L,1-11,"Beloit, WI (ABC Supply Stadium)"
Overall_2,*,03/28/2023,at,Beloit College,L,6-7,"Beloit, WI (ABC Supply Stadium)"
Overall_2,*,03/30/2023,at,Cornell College,W,6-3,"Mount Vernon, IA"
Overall_2,*,04/01/2023,vs,Lawrence University,W,14-10,"Grinnell, IA"
Overall_2,*,04/02/2023,vs,Lawrence University,W,4-0,"Grinnell, IA"
Overall_2,*,04/02/2023,vs,Lawrence University,L,17-18,"Grinnell, IA"
Overall_2,*,04/07/2023,at,Monmouth College,W,3-2,"Monmouth, IL"
Overall_2,*,04/08/2023,at,Monmouth College,W,12-7,"Monmouth, IL"
Overall_2,*,04/08/2023,at,Monmouth College,W,11-1,"Grinnell, IA"
Overall_2,*,04/13/2023,vs,Cornell College (continuation of suspended game),L,2-11,"Grinnell, IA"
Overall_2,*,04/13/2023,vs,Cornell College,L,3-7,"Grinnell, IA"
Overall_2,*,04/17/2023,vs,University of Chicago,L,14-21,"Grinnell, IA"
Overall_2,*,04/17/2023,vs,University of Chicago,W,18-14,"Grinnell, IA"
Overall_2,*,04/22/2023,at,Illinois College,W,7-5,"Jacksonville, IL"
Overall_2,*,04/22/2023,at,Illinois College,W,9-2,"Jacksonville, IL"
Overall_2,*,04/23/2023,at,Illinois College,L,1-8,"Jacksonville, IL"
Overall_2,,04/25/2023,vs,Nebraska Wesleyan University,L,8-9,"Grinnell, IA"
Overall_2,,04/25/2023,vs,Nebraska Wesleyan University,W,13-12,"Grinnell, IA"
Overall_2,*,04/29/2023,vs,Ripon College,W,11-8,"Grinnell, IA"
Overall_2,*,04/30/2023,vs,Ripon College,L,7-22,"Grinnell, IA"
Overall_2,*,04/30/2023,vs,Ripon College,W,9-5,"Grinnell, IA"
Overall_2,*,05/02/2023,vs,University of Chicago,L,7-12,"Grinnell, IA"
Overall_2,*,05/06/2023,vs,Knox College,W,5-2,"Grinnell, IA"
Overall_2,*,05/06/2023,vs,Knox College,W,9-4,"Grinnell, IA"
Overall_2,*,05/07/2023,at,Knox College,W,21-11,"Galesburg, IL"
Overall_2,,05/12/2023,at,Beloit College (First Round),L,2-17,"Beloit, WI"
Overall_2,,05/13/2023,vs,Ripon College (Elimination Game),L,1-5,"Beloit, WI"
Overall_2,Overall:,18-21,,,,,
Overall_2,Conf:,14-10,,,,,
Overall_2,Home:,8-7,,,,,
Overall_2,Away:,8-6,,,,,
Overall_2,Neutral:,2-8,,,,,
Overall_3,2022 Season,,,,,,
Overall_3,,Date,,Opponent,,Score,Location
Overall_3,,03/05/2022,vs,Elmhurst University,W,22-10,"Jacksonville, IL"
Overall_3,,03/05/2022,vs,Elmhurst University,W,18-9,"Jacksonville, IL"
Overall_3,,03/06/2022,vs,Elmhurst University,L,1-17,"Jacksonville, IL"
Overall_3,,03/19/2022,vs,Birmingham-Southern College,L,0-13,"Pensacola, FL"
Overall_3,,03/20/2022,vs,Rhodes College,L,5-6,"Pensacola, FL"
Overall_3,,03/21/2022,vs,Centre College,L,1-11,"Pensacola, FL"
Overall_3,,03/22/2022,vs,University of Wisconsin-Whitewater,L,3-5,"Pensacola, FL"
Overall_3,,03/23/2022,vs,Centre College,L,5-13,"Pensacola, FL"
Overall_3,,03/24/2022,vs,University of Wisconsin-Whitewater,L,4-7,"Pensacola, FL"
Overall_3,*,03/27/2022,vs,Beloit College,W,10-3,"Grinnell, IA"
Overall_3,*,03/28/2022,vs,Beloit College,L,3-5,"Grinnell, IA"
Overall_3,*,03/28/2022,vs,Beloit College,L,2-13,"Grinnell, IA"
Overall_3,*,04/02/2022,vs,Lawrence University,L,0-11,"Grinnell, IA"
Overall_3,*,04/02/2022,vs,Lawrence University,L,10-14,"Grinnell, IA"
Overall_3,*,04/03/2022,vs,Lawrence University,W,5-3,"Grinnell, IA"
Overall_3,*,04/06/2022,at,Cornell College,L,8-9,"Mount Vernon, IA"
Overall_3,*,04/09/2022,at,University of Chicago,L,1-4,"Chicago, IL"
Overall_3,*,04/10/2022,at,University of Chicago,L,2-9,"Chicago, IL"
Overall_3,*,04/10/2022,at,University of Chicago,L,6-7,"Chicago, IL"
Overall_3,*,04/12/2022,vs,Cornell College,L,4-8,"Grinnell, IA"
Overall_3,*,04/12/2022,vs,Cornell College,W,16-6,"Grinnell, IA"
Overall_3,*,04/15/2022,vs,Monmouth College,W,22-11,"Grinnell, IA"
Overall_3,*,04/16/2022,vs,Monmouth College,W,20-9,"Grinnell, IA"
Overall_3,*,04/16/2022,vs,Monmouth College,W,9-3,"Grinnell, IA"
Overall_3,*,04/23/2022,vs,Illinois College,W,4-2,"Grinnell, IA"
Overall_3,*,04/24/2022,vs,Illinois College,W,13-2,"Grinnell, IA"
Overall_3,*,04/24/2022,vs,Illinois College,L,1-15,"Grinnell, IA"
Overall_3,,04/26/2022,at,Central College,L,9-13,"Pella, IA"
Overall_3,*,05/01/2022,at,Ripon College,W,18-6,"Ripon, WI"
Overall_3,*,05/01/2022,at,Ripon College,W,10-2,"Ripon, WI"
Overall_3,*,05/02/2022,at,Ripon College,L,1-11,"Ripon, WI"
Overall_3,,05/04/2022,vs,Central College,W,11-3,"Grinnell, IA"
Overall_3,*,05/07/2022,at,Knox College,W,5-2,"Galesburg, IL"
Overall_3,*,05/07/2022,at,Knox College,L,3-13,"Galesburg, IL"
Overall_3,*,05/08/2022,vs,Knox College,L,6-8,"Grinnell, IA"
Overall_3,Overall:,14-21,,,,,
Overall_3,Conf:,11-13,,,,,
Overall_3,Home:,9-7,,,,,
Overall_3,Away:,3-7,,,,,
Overall_3,Neutral:,2-7,,,,,
Overall_4,2021 Season,,,,,,
Overall_4,,Date,,Opponent,,Score,Location
Overall_4,*,04/17/2021,at,Illinois College,L,8-9,"Jacksonville, IL"
Overall_4,*,04/17/2021,at,Illinois College,L,11-15,"Jacksonville, IL"
Overall_4,*,04/18/2021,vs,Monmouth College,L,3-10,"Grinnell, IA"
Overall_4,*,04/18/2021,vs,Monmouth College,W,16-13,"Grinnell, IA"
Overall_4,*,04/24/2021,at,Knox College,W,11-2,"Galesburg, IL"
Overall_4,*,04/24/2021,at,Knox College,W,11-4,"Galesburg, IL"
Overall_4,*,04/25/2021,vs,Knox College,W,13-0,"Grinnell, IA"
Overall_4,*,04/25/2021,vs,Knox College,W,4-3,"Grinnell, IA"
Overall_4,*,05/01/2021,vs,Monmouth College,L,1-13,"Grinnell, IA"
Overall_4,*,05/01/2021,vs,Monmouth College,L,12-16,"Grinnell, IA"
Overall_4,*,05/02/2021,at,Monmouth College,L,0-5,"Monmouth, IL"
Overall_4,*,05/02/2021,at,Monmouth College,W,9-7,"Monmouth, IL"
Overall_4,*,05/05/2021,at,Cornell College,L,0-6,"Mount Vernon, IA"
Overall_4,*,05/08/2021,at,Illinois College,L,4-5,"Jacksonville, IL"
