Overall_1,2024-25 Season,,,,,,
Overall_1,,Date,,Opponent,,Score,Location
Overall_1,,11/09/2024,at,Kalamazoo College,L,115-130,"Kalamazoo, MI"
Overall_1,,11/10/2024,at,Alma College,W,124-79,"Alma, MI"
Overall_1,,11/16/2024,vs,Principia College,W,126-89,"Grinnell, IA"
Overall_1,,11/19/2024,vs,Wartburg College,L,111-123,"Grinnell, IA"
Overall_1,,11/22/2024,vs,Maranatha Baptist  University,W,135-79,"Grinnell, IA"
Overall_1,,11/23/2024,vs,Macalester College,W,133-92,"Grinnell, IA"
Overall_1,,11/30/2024,vs,Greenville University,W,125-101,"Grinnell, IA"
Overall_1,*,12/03/2024,vs,Knox College,W,107-101,"Grinnell, IA"
Overall_1,*,12/07/2024,at,Lawrence University,W,110-78,"Appleton, WI"
Overall_1,*,12/11/2024,at,Cornell College,W,105-93,"Mount Vernon, IA"
Overall_1,,12/14/2024,vs,Blackburn College,W,120-79,"Grinnell, IA"
Overall_1,,12/30/2024,vs,Northland College,W,137-75,"Wisconsin Dells, WI"
Overall_1,*,01/04/2025,at,Lake Forest College,L,116-127,"Lake Forest, IL"
Overall_1,*,01/08/2025,vs,Ripon College,W,99-97,"Grinnell, IA"
Overall_1,*,01/11/2025,vs,Lawrence University,W,109-86,"Grinnell, IA"
Overall_1,*,01/14/2025,at,Beloit College,W,105-104,"Beloit, WI"
Overall_1,Overall:,13-3,,,,,
Overall_1,Conf:,6-1,,,,,
Overall_1,Home:,8-1,,,,,
Overall_1,Away:,4-2,,,,,
Overall_1,Neutral:,1-0,,,,,
Overall_2,2023-24 Season,,,,,,
Overall_2,,Date,,Opponent,,Score,Location
Overall_2,,11/08/2023,vs,Luther College,L,108-114,"Grinnell, IA"
Overall_2,,11/10/2023,vs,Barclay College,W,151-102,"Grinnell, IA"
Overall_2,,11/11/2023,vs,Barclay College,W,150-91,"Grinnell, IA"
Overall_2,,11/14/2023,at,Wartburg College,W,102-97,"Waverly, IA"
Overall_2,,11/18/2023,at,Principia College,W,110-102,"St. Louis, MO"
Overall_2,*,11/25/2023,vs,Lake Forest College,W,148-123,"Grinnell, IA"
Overall_2,*,11/28/2023,at,Knox College,W,89-87,"Galesburg, IL"
Overall_2,*,12/02/2023,vs,Lawrence University,W,89-58,"Grinnell, IA"
Overall_2,*,12/06/2023,vs,Cornell College,W,98-84,"Grinnell, IA"
Overall_2,,12/09/2023,vs,Alma College,L,102-116,"Grinnell, IA"
Overall_2,,12/30/2023,at,Blackburn College,W,125-91,"Carlinville, IL"
Overall_2,*,01/04/2024,at,Ripon College,W,98-91,"Ripon, WI"
Overall_2,*,01/06/2024,at,Lawrence University,L,96-104,"Appleton, WI"
Overall_2,*,01/10/2024,vs,Beloit College,W,108-93,"Grinnell, IA"
Overall_2,,01/12/2024,vs,Andrews University,W,166-95,"Grinnell, IA"
Overall_2,*,01/17/2024,at,Monmouth College,L,91-104,"Monmouth, IL"
Overall_2,*,01/20/2024,vs,Ripon College,W,95-92,"Grinnell, IA"
Overall_2,*,01/23/2024,vs,Knox College,W,111-104,"Grinnell, IA"
Overall_2,*,01/27/2024,at,Illinois College,W,95-89,"Jacksonville, IL"
Overall_2,*,01/31/2024,at,Cornell College,W,91-88,"Mount Vernon, IA"
Overall_2,*,02/03/2024,at,Lake Forest College,L,102-128,"Lake Forest, IL"
Overall_2,*,02/07/2024,vs,Illinois College,W,118-101,"Grinnell, IA"
Overall_2,*,02/14/2024,at,Beloit College,L,97-117,"Beloit, WI"
Overall_2,*,02/17/2024,vs,Monmouth College,W,111-86,"Grinnell, IA"
Overall_2,,02/23/2024,vs,Beloit College (Semifinal),W,118-115,"Jacksonville, IL"
Overall_2,,02/24/2024,at,Illinois College (Championship),L,84-108,"Jacksonville, IL"
Overall_2,Overall:,19-7,,,,,
Overall_2,Conf:,12-4,,,,,
Overall_2,Home:,11-2,,,,,
Overall_2,Away:,7-5,,,,,
Overall_2,Neutral:,1-0,,,,,
Overall_3,2022-23 Season,,,,,,
Overall_3,,Date,,Opponent,,Score,Location
