Overall_1,2024 Season,,,,,,
Overall_1,,Date,,Opponent,,Score,Location
Overall_1,,09/07/2024,vs,Lyon College (Ark.),L,28-48,"Grinnell, IA"
Overall_1,*,09/14/2024,at,Ripon College,L,19-23,"Ripon, WI"
Overall_1,*,09/21/2024,vs,Beloit College,L,7-16,"Grinnell, IA"
Overall_1,*,10/05/2024,at,Lawrence University,W,17-14,"Appleton, WI"
Overall_1,*,10/12/2024,vs,Monmouth College,L,7-49,"Grinnell, IA"
Overall_1,*,10/19/2024,vs,Lake Forest College,L,22-42,"Grinnell, IA"
Overall_1,*,10/26/2024,at,Knox College,W,21-14,"Galesburg, IL"
Overall_1,*,11/02/2024,vs,Illinois College,L,14-56,"Grinnell, IA"
Overall_1,*,11/09/2024,at,University of Chicago,L,6-42,"Chicago, IL"
Overall_1,*,11/16/2024,at,Cornell College,L,7-26,"Mount Vernon, IA"
Overall_1,Overall:,2-8,,,,,
Overall_1,Conf:,2-7,,,,,
Overall_1,Home:,0-5,,,,,
Overall_1,Away:,2-3,,,,,
Overall_2,2023 Season,,,,,,
Overall_2,,Date,,Opponent,,Score,Location
Overall_2,,09/02/2023,at,Lyon College (Ark.),L,12-18,"Batesville, AR"
Overall_2,*,09/09/2023,vs,Ripon College,L,12-31,"Grinnell, IA"
Overall_2,*,09/16/2023,at,Beloit College,W,33-23,"Beloit, WI"
Overall_2,*,09/30/2023,vs,Lawrence University,W,34-16,"Grinnell, IA"
Overall_2,*,10/07/2023,at,Monmouth College,L,6-69,"Monmouth, IL"
Overall_2,*,10/14/2023,at,Lake Forest College,L,0-47,"Lake Forest, IL"
Overall_2,*,10/21/2023,vs,Knox College,L,7-14,"Grinnell, IA"
Overall_2,*,10/28/2023,at,Illinois College,L,0-93,"Jacksonville, IL"
Overall_2,*,11/04/2023,vs,University of Chicago,L,14-48,"Grinnell, IA"
Overall_2,*,11/11/2023,vs,Cornell College (Senior Day),L,20-51,"Grinnell, IA"
Overall_2,Overall:,2-8,,,,,
Overall_2,Conf:,2-7,,,,,
Overall_2,Home:,1-4,,,,,
Overall_2,Away:,1-4,,,,,
Overall_3,2022 Season,,,,,,
Overall_3,,Date,,Opponent,,Score,Location
Overall_3,*,09/10/2022,vs,Monmouth College,L,0-48,"Grinnell, IA"
Overall_3,*,09/17/2022,at,Lawrence University,W,28-7,"Appleton, WI"
