Overall_1,2024 Season,,,,,,
Overall_1,,Date,,Opponent,,Score,Location
Overall_1,,08/30/2024,vs,University of Dubuque,L,0-3,"Grinnell, IA"
Overall_1,,09/01/2024,vs,Coe College,W,3-0,"Grinnell, IA"
Overall_1,,09/06/2024,vs,Mount Mercy University,W,2-1,"Grinnell, IA"
Overall_1,,09/08/2024,at,Saint Mary's University (Minn.),T,0-0,"Winona, MN"
Overall_1,,09/11/2024,vs,Simpson College,L,0-4,"Grinnell, IA"
Overall_1,,09/14/2024,vs,Benedictine University,W,4-0,"Grinnell, IA"
Overall_1,*,09/28/2024,vs,Lake Forest College,L,0-4,"Grinnell, IA"
Overall_1,*,10/02/2024,vs,Knox College,W,2-0,"Grinnell, IA"
Overall_1,*,10/05/2024,at,Ripon College,W,2-1,"Ripon, WI"
Overall_1,,10/06/2024,at,Edgewood College,L,0-1,"Madison, WI"
Overall_1,*,10/12/2024,at,Illinois College,W,1-0,"Jacksonville, IL"
Overall_1,,10/19/2024,at,Augustana College (IL),T,1-1,"Rock Island, IL"
Overall_1,*,10/22/2024,vs,Cornell College,W,5-0,"Grinnell, IA"
Overall_1,*,10/26/2024,vs,Beloit College,W,1-0,"Grinnell, IA"
Overall_1,*,10/30/2024,at,Monmouth College,T,1-1,"Monmouth, IL"
Overall_1,*,11/02/2024,at,Lawrence University,L,0-6,"Appleton, WI"
Overall_1,,11/08/2024,vs,Lawrence University (Semifinal),L,0-1,"Lake Forest, IL (Mohr Field)"
Overall_1,Overall:,8-6-3,,,,,
Overall_1,Conf:,5-2-1,,,,,
Overall_1,Home:,6-3,,,,,
Overall_1,Away:,2-2-3,,,,,
Overall_1,Neutral:,0-1,,,,,
Overall_2,2023 Season,,,,,,
Overall_2,,Date,,Opponent,,Score,Location
Overall_2,,09/01/2023,at,University of Dubuque,W,2-0,"Dubuque, IA"
Overall_2,,09/02/2023,at,Coe College,W,1-0,"Cedar Rapids, IA"
Overall_2,,09/09/2023,at,Carleton College,L,0-2,"Northfield, MN"
Overall_2,,09/10/2023,at,Luther College,T,0-0,"Decorah, IA"
Overall_2,,09/14/2023,vs,Simpson College,L,0-2,"Grinnell, IA"
Overall_2,,09/20/2023,vs,Central College,T,0-0,"Grinnell, IA"
Overall_2,*,09/23/2023,at,Lake Forest College,T,1-1,"Lake Forest, IL"
Overall_2,*,09/26/2023,at,Knox College,W,5-0,"Galesburg, IL"
Overall_2,*,09/30/2023,vs,Ripon College,W,3-0,"Grinnell, IA"
Overall_2,*,10/07/2023,vs,Illinois College,W,4-0,"Grinnell, IA"
Overall_2,,10/08/2023,vs,Saint Mary's University (Minn.),L,0-1,"Grinnell, IA"
Overall_2,,10/14/2023,vs,Augustana College (IL),W,1-0,"Grinnell, IA"
Overall_2,,10/15/2023,vs,Buena Vista University (Senior Day),W,7-0,"Grinnell, IA"
Overall_2,*,10/18/2023,at,Cornell College,W,2-0,"Mount Vernon, IA"
Overall_2,*,10/21/2023,at,Beloit College,T,1-1,"Beloit, WI"
Overall_2,*,10/24/2023,vs,Monmouth College,W,4-0,"Grinnell, IA"
Overall_2,*,10/28/2023,vs,Lawrence University,T,1-1,"Grinnell, IA"
Overall_2,,11/03/2023,vs,Lawrence University (Semifinal),W,1-0,"Lake Forest, IL"
Overall_2,,11/04/2023,at,Lake Forest College (Championship),L,0-4,"Lake Forest, IL"
Overall_2,Overall:,10-4-5,,,,,
Overall_2,Conf:,5-0-3,,,,,
Overall_2,Home:,5-2-2,,,,,
Overall_2,Away:,4-2-3,,,,,
Overall_2,Neutral:,1-0,,,,,
Overall_3,2022 Season,,,,,,
Overall_3,,Date,,Opponent,,Score,Location
Overall_3,,09/01/2022,vs,University of Dubuque,T,0-0,"Grinnell, IA"
Overall_3,,09/03/2022,vs,Coe College,W,1-0,"Grinnell, IA"
Overall_3,,09/10/2022,vs,Carleton College,L,0-4,"Grinnell, IA"
Overall_3,,09/17/2022,vs,Nebraska Wesleyan University,T,1-1,"Grinnell, IA"
Overall_3,,09/18/2022,at,Buena Vista University,W,2-0,"Storm Lake, IA"
Overall_3,*,09/24/2022,at,Illinois College,W,4-2,"Jacksonville, IL"
Overall_3,*,09/28/2022,vs,Knox College,T,0-0,"Grinnell, IA"
Overall_3,,10/02/2022,vs,Luther College,T,2-2,"Grinnell, IA"
Overall_3,*,10/05/2022,vs,Cornell College,W,2-0,"Grinnell, IA"
Overall_3,*,10/08/2022,vs,Beloit College,W,1-0,"Grinnell, IA"
Overall_3,*,10/12/2022,at,Monmouth College,W,3-1,"Monmouth, IL"
Overall_3,*,10/15/2022,at,Lawrence University,W,2-1,"Appleton, WI"
Overall_3,,10/19/2022,vs,Saint Mary's University (Minn.),L,0-2,"Grinnell, IA"
Overall_3,*,10/22/2022,at,Ripon College,W,2-0,"Ripon, WI"
Overall_3,,10/23/2022,at,Marian University,W,2-0,"Fond du Lac, WI"
Overall_3,*,10/29/2022,vs,Lake Forest College,W,1-0,"Grinnell, IA"
Overall_3,,11/05/2022,vs,Cornell College (Semifinal),W,2-1,"Grinnell, IA"
Overall_3,,11/06/2022,vs,Beloit College (Championship),T,0-0,"Grinnell, IA"
Overall_3,,11/12/2022,at,Wartburg College (First Round),L,2-5,"Waverly, IA"
Overall_3,Overall:,11-3-5,,,,,
Overall_3,Conf:,7-0-1,,,,,
Overall_3,Home:,5-2-5,,,,,
Overall_3,Away:,6-1,,,,,
Overall_4,2021 Season,,,,,,
Overall_4,,Date,,Opponent,,Score,Location
Overall_4,,09/01/2021,at,University of Dubuque,L,0-1,"Dubuque, IA"
Overall_4,,09/08/2021,vs,Coe College,W,1-0,"Grinnell, IA"
Overall_4,,09/11/2021,at,Carleton College,L,0-3,"Northfield, MN"
Overall_4,,09/12/2021,vs,University of Wisconsin-Oshkosh,L,0-1,"Grinnell, IA"
Overall_4,,09/15/2021,vs,Simpson College,L,2-5,"Grinnell, IA"
Overall_4,,09/18/2021,at,Luther College,L,0-1,"Decorah, IA"
Overall_4,,09/22/2021,vs,University of Wisconsin-Whitewater,L,0-4,"Grinnell, IA"
Overall_4,*,09/25/2021,vs,Illinois College,W,8-0,"Grinnell, IA"
Overall_4,*,09/28/2021,at,Knox College,L,0-2,"Galesburg, IL"
Overall_4,,10/03/2021,vs,Wartburg College,L,0-3,"Grinnell, IA"
Overall_4,*,10/05/2021,at,Cornell College,T,1-1,"Mount Vernon, IA"
Overall_4,*,10/09/2021,at,Beloit College,T,0-0,"Beloit, WI"
Overall_4,*,10/12/2021,vs,Monmouth College,L,2-3,"Grinnell, IA"
Overall_4,*,10/16/2021,vs,Lawrence University,L,0-1,"Grinnell, IA"
Overall_4,,10/19/2021,at,Macalester College,L,0-2,"St. Paul, MN"
Overall_4,*,10/23/2021,vs,Ripon College,W,4-0,"Grinnell, IA"
Overall_4,*,10/30/2021,at,Lake Forest College,L,0-2,"Lake Forest, IL"
Overall_4,Overall:,3-12-2,,,,,
Overall_4,Conf:,2-4-2,,,,,
Overall_4,Home:,3-6,,,,,
Overall_4,Away:,0-6-2,,,,,
Overall_5,2019 Season,,,,,,
Overall_5,,Date,,Opponent,,Score,Location
Overall_5,,08/30/2019,at,University of Dubuque,L,0-2,"Dubuque, IA"
Overall_5,,09/05/2019,at,Coe College,L,0-1,"Cedar Rapids, IA"
Overall_5,,09/07/2019,vs,Buena Vista University,W,7-0,"Grinnell, IA"
Overall_5,,09/08/2019,at,Carleton College,L,1-5,"Northfield, MN"
Overall_5,,09/14/2019,at,Bethany Lutheran College,W,3-0,"Mankato, MN"
Overall_5,,09/18/2019,vs,Simpson College,T,1-1,"Grinnell, IA"
Overall_5,,09/21/2019,at,Edgewood College,W,1-0,"Madison, WI"
Overall_5,,09/22/2019,vs,Nebraska Wesleyan University,L,0-2,"Grinnell, IA"
Overall_5,*,09/28/2019,at,Lake Forest College,T,0-0,"Lake Forest, IL"
