Overall_1,2024 Season,,,,,,
Overall_1,,Date,,Opponent,,Score,Location
Overall_1,,02/24/2024,vs,Carroll University,L,8-10,"St. Louis, MO"
Overall_1,,02/24/2024,vs,University of the Ozarks,W,6-5,"St. Louis, MO"
Overall_1,,02/25/2024,vs,Belhaven University (Miss.),L,4-7,"St. Louis, MO"
Overall_1,,02/25/2024,at,Fontbonne University,L,1-3,"St. Louis, MO"
Overall_1,,03/02/2024,vs,St. Olaf College,L,0-2,"Rochester, MN"
Overall_1,,03/02/2024,vs,Luther College,L,1-2,"Rochester, MN"
Overall_1,,03/09/2024,at,Millikin University,W,4-3,"Decatur, IL"
Overall_1,,03/09/2024,vs,DePauw University,W,11-9,"Decatur, IL"
Overall_1,,03/10/2024,vs,University of Wisconsin-Stevens Point,L,1-6,"Decatur, IL"
Overall_1,,03/10/2024,at,Millikin University,L,9-10,"Decatur, IL"
Overall_1,,03/17/2024,vs,University of Wisconsin-Eau Claire,L,5-6,"Clermont, FL (Legends Way #3)"
Overall_1,,03/17/2024,vs,Bates College,W,7-0,"Clermont, FL (Legends Way #3)"
Overall_1,,03/18/2024,vs,Middlebury College,W,12-3,"Clermont, FL (Hancock Park #2)"
Overall_1,,03/18/2024,vs,The College of Wooster,W,11-1,"Clermont, FL (Hancock Park #2)"
Overall_1,,03/19/2024,vs,Nazareth University,W,8-0,"Clermont, FL (Legends Way #3)"
Overall_1,,03/19/2024,vs,Washington and Jefferson College,W,11-1,"Clermont, FL (Legends Way #4)"
Overall_1,,03/21/2024,vs,Clarkson University,W,15-0,"Clermont, FL (Hancock Park #4)"
Overall_1,,03/21/2024,vs,Millikin University,W,6-5,"Clermont, FL (Hancock Park #2)"
Overall_1,,03/30/2024,vs,Simpson College,L,5-6,"Grinnell, IA"
Overall_1,,03/30/2024,vs,Simpson College,L,1-6,"Grinnell, IA"
Overall_1,*,04/06/2024,at,Lake Forest College,L,5-14,"Lake Forest, IL"
Overall_1,*,04/06/2024,at,Lake Forest College,L,8-9,"Lake Forest, IL"
Overall_1,*,04/07/2024,at,Beloit College,W,7-1,"Beloit, WI"
Overall_1,*,04/07/2024,at,Beloit College,W,9-2,"Beloit, WI"
Overall_1,,04/13/2024,at,Coe College,W,3-1,"Cedar Rapids, IA"
Overall_1,,04/13/2024,at,Coe College,L,2-7,"Cedar Rapids, IA"
Overall_1,*,04/17/2024,vs,Knox College,W,18-0,"Grinnell, IA"
Overall_1,*,04/17/2024,vs,Knox College,W,14-0,"Grinnell, IA"
Overall_1,*,04/20/2024,vs,Ripon College,W,10-0,"Grinnell, IA"
Overall_1,*,04/20/2024,vs,Ripon College,W,21-1,"Grinnell, IA"
Overall_1,*,04/22/2024,at,Monmouth College,W,10-0,"Monmouth, IL"
Overall_1,*,04/22/2024,at,Monmouth College,W,18-0,"Monmouth, IL"
Overall_1,*,04/27/2024,at,Cornell College,W,13-1,"Mount Vernon, IA"
Overall_1,*,04/27/2024,at,Cornell College,W,11-3,"Mount Vernon, IA"
Overall_1,*,05/03/2024,vs,Lawrence University,W,6-0,"Grinnell, IA"
Overall_1,*,05/03/2024,vs,Lawrence University,W,8-6,"Grinnell, IA"
Overall_1,*,05/04/2024,vs,Illinois College,L,5-7,"Grinnell, IA"
Overall_1,*,05/04/2024,vs,Illinois College,W,9-0,"Grinnell, IA"
Overall_1,,05/10/2024,vs,Illinois College (First Round),W,13-0,"Lake Forest, IL"
Overall_1,,05/10/2024,at,Lake Forest College (Second Round),W,10-3,"Lake Forest, IL"
Overall_1,,05/11/2024,at,Lake Forest College (Championship Game),W,11-7,"Lake Forest, IL"
Overall_1,,05/16/2024,vs,Belhaven University (First Round),L,2-4,"St. Louis, MO"
Overall_1,,05/17/2024,at,Washington University in St. Louis (Elimination Game),L,1-4,"St. Louis, MO"
Overall_1,Overall:,27-16,,,,,
Overall_1,Conf:,13-3,,,,,
Overall_1,Home:,7-3,,,,,
Overall_1,Away:,10-6,,,,,
Overall_1,Neutral:,10-7,,,,,
Overall_2,2023 Season,,,,,,
Overall_2,,Date,,Opponent,,Score,Location
Overall_2,,03/04/2023,vs,Macalester College,W,7-1,"Rochester, MN"
Overall_2,,03/04/2023,vs,North Central University (MN),W,11-1,"Rochester, MN"
Overall_2,,03/05/2023,vs,University of Wisconsin-Eau Claire,L,2-16,"Rochester, MN"
Overall_2,,03/05/2023,vs,Luther College,L,1-12,"Rochester, MN"
Overall_2,,03/19/2023,vs,Bates College,W,7-1,"Clermont, FL (Legends Way #5))"
Overall_2,,03/19/2023,vs,St. Lawrence University,W,3-2,"Clermont, FL (Legends Way #2)"
Overall_2,,03/20/2023,vs,Oberlin College,W,11-7,"Clermont, FL (Legends Way #3)"
Overall_2,,03/20/2023,vs,The College at Old Westbury,W,9-1,"Clermont, FL (Legends Way #2)"
